#=10080
$FirstDateTime=10.08.2020 00:00:00
$JSDBaseDateTime=27.03.1995 00:00:00
$FirstJSD=800755200
$TimeLagSec=60
$DefaultValue=99999
$Names=DATE;TIME;WXTSDQ107;WXTDL107;WXTDIR107;WXTDR107;WXTMNV107;WXTVEL107;WXTMXV107;WXTT107;WXTTI107;WXTRH107;WXTP107;WXTR107;WXTRDS107;WXTRDH107;WXTRI107;WXTMXRI107;WXTRP107;WXTH107;WXTHDS107;WXTHDH107;WXTHI107;WXTMXHI107;WXTHP107;WXTTH107;WXTVH107;WXTVS107;WXTVR107;WXTTR107;WXTRA107;WXTSL107;WXTRT107;WXTSR107;WXTDT107;WXTAH107;WXTRK107;WXTRDHK107;WXTHDHK107;WXTPN107
10.08.2020;00:00;100;62;115.9;217;1.2;2.36;3.6;22.7;23.1;66.2;1006.09;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.531;;0;;;;16.07;13.35;0;0;0;1006.09
10.08.2020;00:01;100;62;107.2;145;3.1;4.46;5.2;22.7;23.1;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.5;3.531;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:02;100;90;108;145;2.1;4.43;5.3;22.7;23.1;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.531;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:03;100;102;207.3;248;0.7;1.09;1.5;22.7;23.1;66.1;1006.01;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.5;3.531;;0;;;;16.04;13.32;0;0;0;1006.01
10.08.2020;00:04;100;91;124.8;153;1.2;2.56;3.5;22.71;23.1;66.1;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.4;24;24.4;3.532;;0;;;;16.05;13.33;0;0;0;1006
10.08.2020;00:05;100;89;150.5;219;1.5;2.42;3.9;22.7;23.1;66.2;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.3;3.534;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:06;100;91;156.7;211;0.9;1.84;2.1;22.7;23.1;66.1;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.531;;0;;;;16.04;13.32;0;0;0;1006
10.08.2020;00:07;100;96;138;195;0.9;1.37;1.8;22.7;23.1;66.2;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.3;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:08;100;114;127.7;191;1.9;3.01;3.7;22.7;23.1;66.2;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.531;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:09;100;90;137.2;168;1.8;2.63;3;22.7;23.1;66.2;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.3;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:10;100;115;143.2;192;1.2;2.52;3.5;22.7;23.1;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:11;100;100;184.7;232;0.6;1.1;1.7;22.7;23.1;66.1;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.04;13.32;0;0;0;1006
10.08.2020;00:12;100;103;117.3;144;4.9;5.21;5.8;22.7;23.1;66.3;1005.93;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.09;13.37;0;0;0;1005.93
10.08.2020;00:13;100;79;138;184;1.4;2.13;3.8;22.7;23.1;66.2;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.531;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:14;100;102;139.7;194;0.7;1.89;3.3;22.7;23.1;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:15;100;115;131.6;190;2.8;3.65;4.3;22.7;23.1;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.5;3.532;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:16;100;121;134.2;149;4;4.35;4.6;22.7;23.01;66.4;1005.9;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.11;13.39;0;0;0;1005.9
10.08.2020;00:17;100;115;127.8;168;1.2;3.86;4.4;22.7;23.01;66.4;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.3;24;24.4;3.532;;0;;;;16.11;13.39;0;0;0;1006
10.08.2020;00:18;100;122;144.5;190;1.7;2.54;4.1;22.6;23;66.5;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.04;13.33;0;0;0;1006
10.08.2020;00:19;100;118;161.4;225;1;1.64;3.5;22.6;23;66.6;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:20;100;158;225.1;341;1;1.37;1.9;22.6;23;66.6;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.3;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:21;100;124;133.5;143;5;5.19;5.6;22.6;23;66.6;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:22;100;115;137.2;171;2;2.9;3.7;22.6;23;66.6;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:23;100;125;152.7;202;1.6;2.41;4.7;22.6;23;66.6;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1006
10.08.2020;00:24;100;140;165.5;214;1.4;2.14;2.6;22.6;23;66.7;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;22.3;24;24.4;3.534;;0;;;;16.09;13.37;0;0;0;1006
10.08.2020;00:25;100;107;140.4;201;1.3;2.15;3.3;22.6;23;66.6;1005.92;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.534;;0;;;;16.07;13.35;0;0;0;1005.92
10.08.2020;00:26;100;118;142.2;193;1.6;2.82;3.9;22.6;23;66.6;1005.96;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.532;;0;;;;16.07;13.35;0;0;0;1005.96
10.08.2020;00:27;100;114;142;180;1.1;3.58;5.3;22.6;23;66.4;1005.91;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.02;13.31;0;0;0;1005.91
10.08.2020;00:28;100;67;126.8;188;0.9;2.69;4;22.6;23;66.3;1006;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.532;;0;;;;15.99;13.29;0;0;0;1006
10.08.2020;00:29;100;95;136.8;196;0.8;2.17;3.7;22.6;23;66.5;1005.94;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.04;13.33;0;0;0;1005.94
10.08.2020;00:30;100;123;136.7;157;2.8;4.45;5.5;22.6;23;66.5;1005.9;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.531;;0;;;;16.04;13.33;0;0;0;1005.9
10.08.2020;00:31;100;120;131.2;150;2.8;3.76;4.3;22.6;23;66.5;1005.91;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.534;;0;;;;16.04;13.33;0;0;0;1005.91
10.08.2020;00:32;100;113;121.6;145;4.5;4.85;5.4;22.6;22.97;66.5;1005.9;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;16.04;13.33;0;0;0;1005.9
10.08.2020;00:33;100;100;141;183;1.6;2.1;3.5;22.5;22.91;66.6;1005.9;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.532;;0;;;;15.97;13.27;0;0;0;1005.9
10.08.2020;00:34;100;119;152;182;2.5;3.06;4.3;22.5;22.91;66.6;1005.9;0;0;0;0;0;79.1;0;0;0;0;0;0;21.9;24;24.4;3.532;;0;;;;15.97;13.27;0;0;0;1005.9
10.08.2020;00:35;100;94;147.2;198;1.1;2.19;3.8;22.5;22.9;66.6;1005.92;0;0;0;0;0;79.1;0;0;0;0;0;0;22.1;24;24.4;3.532;;0;;;;15.97;13.27;0;0;0;1005.92
