#=10080
$FirstDateTime=22.06.2020 00:00:00
$JSDBaseDateTime=27.03.1995 00:00:00
$FirstJSD=796521600
$TimeLagSec=60
$DefaultValue=99999
$Names=DATE;TIME;WXTSDQ107;WXTDL107;WXTDIR107;WXTDR107;WXTMNV107;WXTVEL107;WXTMXV107;WXTT107;WXTTI107;WXTRH107;WXTP107;WXTR107;WXTRDS107;WXTRDH107;WXTRI107;WXTMXRI107;WXTRP107;WXTH107;WXTHDS107;WXTHDH107;WXTHI107;WXTMXHI107;WXTHP107;WXTTH107;WXTVH107;WXTVS107;WXTVR107;WXTTR107;WXTRA107;WXTSL107;WXTRT107;WXTSR107;WXTDT107;WXTAH107;WXTRK107;WXTRDHK107;WXTHDHK107;WXTPN107
22.06.2020;00:00;100;163;196.8;222;1.6;2.32;2.9;19.2;19.7;57.6;1006.6;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;10.63;9.48;0;0;0;1006.6
22.06.2020;00:01;100;141;197.5;228;1.3;1.66;1.8;19.1;19.6;57.8;1006.63;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.534;;0;;;;10.59;9.45;0;0;0;1006.63
22.06.2020;00:02;100;73;141.4;179;1.5;2.03;2.4;19.1;19.6;58;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.534;;0;;;;10.64;9.49;0;0;0;1006.7
22.06.2020;00:03;100;153;194.1;257;1.5;1.89;2.4;19.1;19.6;58;1006.67;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.534;;0;;;;10.64;9.49;0;0;0;1006.67
22.06.2020;00:04;100;171;200;234;1.5;2.41;3.4;19.1;19.6;58;1006.61;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.534;;0;;;;10.64;9.49;0;0;0;1006.61
22.06.2020;00:05;100;140;195.6;243;1.5;2.32;3.1;19.1;19.59;58.2;1006.74;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.69;9.52;0;0;0;1006.74
22.06.2020;00:06;100;143;189.9;244;1.5;2.67;3.6;19.1;19.6;58.3;1006.74;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.72;9.54;0;0;0;1006.74
22.06.2020;00:07;100;132;175.1;223;1.4;3.33;4.9;19.1;19.5;58.4;1006.8;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.74;9.55;0;0;0;1006.8
22.06.2020;00:08;100;173;186.8;201;4.5;5.18;5.9;19.1;19.5;58.3;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;10.72;9.54;0;0;0;1006.7
22.06.2020;00:09;100;161;190.9;223;1.3;1.49;1.7;19.1;19.5;58.4;1006.8;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;10.74;9.55;0;0;0;1006.8
22.06.2020;00:10;100;119;174.5;233;1.7;2.92;4.2;19.1;19.52;58.3;1006.71;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.534;;0;;;;10.72;9.54;0;0;0;1006.71
22.06.2020;00:11;100;165;172.5;203;2.3;3.48;3.9;19.12;19.58;58.3;1006.8;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.534;;0;;;;10.74;9.55;0;0;0;1006.8
22.06.2020;00:12;100;115;159.7;197;1.9;2.49;3.4;19.1;19.6;58.5;1006.77;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.531;;0;;;;10.77;9.57;0;0;0;1006.77
22.06.2020;00:13;100;108;137.3;185;1.8;2.21;3.3;19.1;19.6;58.7;1006.8;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.534;;0;;;;10.82;9.6;0;0;0;1006.8
22.06.2020;00:14;100;108;156.2;233;1.2;1.68;2.2;19.1;19.58;58.8;1006.8;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.531;;0;;;;10.84;9.62;0;0;0;1006.8
22.06.2020;00:15;100;185;203.1;220;1.2;1.69;2.1;19.1;19.59;58.5;1006.74;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;10.77;9.57;0;0;0;1006.74
22.06.2020;00:16;100;76;148.1;194;1.8;2.22;2.9;19.2;19.6;58.7;1006.78;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;10.91;9.66;0;0;0;1006.78
22.06.2020;00:17;100;180;193.4;205;2.3;4.4;5.4;19.2;19.6;58.5;1006.71;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.86;9.63;0;0;0;1006.71
22.06.2020;00:18;100;170;187;224;1.2;1.68;2.1;19.2;19.6;58.8;1006.71;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.94;9.67;0;0;0;1006.71
22.06.2020;00:19;100;163;187.5;221;1.3;1.93;3.7;19.1;19.6;58.6;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.79;9.59;0;0;0;1006.7
22.06.2020;00:20;100;142;183.4;236;1.1;1.44;1.7;19.1;19.6;58.8;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.84;9.62;0;0;0;1006.7
22.06.2020;00:21;100;168;191.6;226;2.4;3.41;5.4;19.2;19.6;58.2;1006.68;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.78;9.58;0;0;0;1006.68
22.06.2020;00:22;100;176;202.4;231;1.8;2.38;3.1;19.2;19.6;58.4;1006.69;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.84;9.61;0;0;0;1006.69
22.06.2020;00:23;100;162;184.5;269;1.9;4.02;5;19.2;19.6;58.5;1006.69;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;10.86;9.63;0;0;0;1006.69
22.06.2020;00:24;100;177;192.3;202;4;4.47;5;19.2;19.6;58.8;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;10.94;9.67;0;0;0;1006.7
22.06.2020;00:25;100;200;202.7;214;4.6;5.25;5.7;19.2;19.6;58.7;1006.79;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.529;;0;;;;10.91;9.66;0;0;0;1006.79
22.06.2020;00:26;100;234;244.9;250;4.9;5.14;5.6;19.11;19.6;58.9;1006.85;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;10.88;9.64;0;0;0;1006.85
22.06.2020;00:27;100;240;251.1;270;5.6;6.63;7.5;19.1;19.6;59.2;1006.7;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.95;9.68;0;0;0;1006.7
22.06.2020;00:28;100;239;257.8;276;4.4;6.35;7.9;19.1;19.57;59.4;1006.76;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.534;;0;;;;11;9.72;0;0;0;1006.76
22.06.2020;00:29;100;234;248.7;267;5.6;6.84;8.3;19;19.5;59.5;1006.89;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.93;9.68;0;0;0;1006.89
22.06.2020;00:30;100;228;233;238;5.6;5.94;6.4;18.9;19.42;59.1;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;10.73;9.55;0;0;0;1007
22.06.2020;00:31;100;236;282.1;326;2.2;2.66;3.3;18.8;19.31;59.8;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.3;3.534;;0;;;;10.82;9.61;0;0;0;1007.1
22.06.2020;00:32;100;241;294;345;1.3;2.1;2.4;18.75;19.3;59.4;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;10.67;9.52;0;0;0;1007.1
22.06.2020;00:33;100;237;242.3;249;4.8;5.97;7.1;18.71;19.25;59.4;1007.03;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.4;3.532;;0;;;;10.63;9.5;0;0;0;1007.03
22.06.2020;00:34;100;215;251.9;275;2.1;4;5.6;18.7;19.2;58.8;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.4;3.532;;0;;;;10.47;9.39;0;0;0;1007
22.06.2020;00:35;100;248;253.2;261;4.5;5.23;5.5;18.8;19.2;57.1;1006.92;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.4;3.532;;0;;;;10.12;9.18;0;0;0;1006.92
22.06.2020;00:36;100;10;71.9;192;0.7;1.2;1.8;18.88;19.28;55.7;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.83;8.99;0;0;0;1007
22.06.2020;00:37;100;218;278.8;367;1;1.67;2.3;19;19.3;55.7;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.94;9.06;0;0;0;1007
22.06.2020;00:38;100;227;283;359;0.8;1.26;2.6;19.1;19.3;55.6;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.4;3.532;;0;;;;10.01;9.09;0;0;0;1007
22.06.2020;00:39;100;232;245.4;269;1.3;1.88;2.4;19.1;19.4;55.3;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.3;3.534;;0;;;;9.92;9.05;0;0;0;1007
22.06.2020;00:40;100;234;296.4;410;0.6;1.29;1.9;19.2;19.43;55.4;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.534;;0;;;;10.04;9.12;0;0;0;1007
22.06.2020;00:41;100;223;262.1;296;1.6;2.15;2.5;19.2;19.5;55.1;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.96;9.07;0;0;0;1007
22.06.2020;00:42;100;221;273.9;347;0.4;0.93;1.8;19.2;19.5;55.1;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.96;9.07;0;0;0;1007
22.06.2020;00:43;100;246;262.8;289;1.4;1.86;2.4;19.2;19.5;54.9;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.91;9.03;0;0;0;1007
22.06.2020;00:44;100;225;250.1;277;0.8;1.54;2.1;19.2;19.6;54.2;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.72;8.92;0;0;0;1007
22.06.2020;00:45;100;228;294.8;410;0.6;0.94;1.1;19.2;19.6;54.4;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.534;;0;;;;9.77;8.95;0;0;0;1007
22.06.2020;00:46;100;232;240.8;269;2.2;2.53;2.9;19.2;19.6;53.5;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.4;3.532;;0;;;;9.52;8.8;0;0;0;1007
22.06.2020;00:47;100;252;302.4;377;0.3;1.01;1.5;19.3;19.6;53.5;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;9.62;8.85;0;0;0;1007
22.06.2020;00:48;100;164;317.6;379;0.4;0.95;1.9;19.3;19.6;53.6;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.64;8.87;0;0;0;1007
22.06.2020;00:49;100;128;256.6;332;0.3;0.49;1.2;19.3;19.7;53.8;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.531;;0;;;;9.7;8.9;0;0;0;1007
22.06.2020;00:50;100;77;214.5;88;0.6;0.9;1.3;19.3;19.7;53.8;1007;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.7;8.9;0;0;0;1007
22.06.2020;00:51;100;64;187.4;256;0.6;1.54;2.7;19.4;19.7;54;1007.03;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.85;8.99;0;0;0;1007.03
22.06.2020;00:52;100;192;273.1;373;0.9;1.61;2.3;19.4;19.7;53.7;1007.06;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;9.76;8.94;0;0;0;1007.06
22.06.2020;00:53;100;176;237.7;365;1.1;1.93;3.2;19.4;19.7;54;1007.05;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.85;8.99;0;0;0;1007.05
22.06.2020;00:54;100;135;225;295;0.6;1.88;3.1;19.4;19.78;54.2;1007.07;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;9.9;9.02;0;0;0;1007.07
22.06.2020;00:55;100;81;159.6;255;0.8;1.03;1.6;19.4;19.8;54.3;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;9.93;9.04;0;0;0;1007.1
22.06.2020;00:56;100;180;198.1;235;1.5;2.69;3.9;19.5;19.8;54.4;1007.05;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.3;3.532;;0;;;;10.05;9.11;0;0;0;1007.05
22.06.2020;00:57;100;124;177.6;233;1.1;1.48;1.8;19.43;19.8;54.9;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;10.12;9.16;0;0;0;1007.1
22.06.2020;00:58;100;139;185.7;268;0.5;1.29;2.6;19.4;19.8;55.3;1007.16;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.5;3.532;;0;;;;10.2;9.21;0;0;0;1007.16
22.06.2020;00:59;100;151;259.5;127;1.1;1.7;2.5;19.4;19.8;56;1007.09;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;10.39;9.32;0;0;0;1007.09
22.06.2020;01:00;100;152;200;251;2.7;3.15;3.5;19.3;19.8;57.5;1007.03;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.534;;0;;;;10.7;9.52;0;0;0;1007.03
22.06.2020;01:01;100;146;187.6;239;1.8;2.18;2.8;19.2;19.7;58.5;1007.08;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;10.86;9.63;0;0;0;1007.08
22.06.2020;01:02;100;229;307.7;344;3.3;5.24;6.1;19;19.6;60.4;1007.01;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.531;;0;;;;11.16;9.82;0;0;0;1007.01
22.06.2020;01:03;100;177;264.1;328;1.7;3.04;4.9;18.83;19.5;61.1;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.9;24;24.4;3.532;;0;;;;11.17;9.84;0;0;0;1007.1
22.06.2020;01:04;100;170;281.5;338;1.7;3.45;5.2;18.7;19.4;61.9;1007.12;0;0;0;0;0;78.3;0;0;0;0;0;0;18.6;24;24.5;3.534;;0;;;;11.24;9.89;0;0;0;1007.12
22.06.2020;01:05;100;266;304.5;337;2.8;3.28;4.2;18.6;19.3;62.7;1007.1;0;0;0;0;0;78.3;0;0;0;0;0;0;18.7;24;24.4;3.532;;0;;;;11.34;9.96;0;0;0;1007.1
22.06.2020;01:06;100;210;272;329;1.4;2.17;3.8;18.5;19.2;63.2;1007.18;0;0;0;0;0;78.3;0;0;0;0;0;0;18.4;24;24.4;3.534;;0;;;;11.37;9.98;0;0;0;1007.18
22.06.2020;01:07;100;52;157.6;228;1;1.47;1.9;18.4;19.1;63.6;1007.2;0;0;0;0;0;78.3;0;0;0;0;0;0;18.2;24;24.4;3.534;;0;;;;11.37;9.98;0;0;0;1007.2
22.06.2020;01:08;100;187;275.4;318;2.4;2.94;3.4;18.4;19.05;63.9;1007.17;0;0;0;0;0;78.3;0;0;0;0;0;0;18.2;24;24.4;3.531;;0;;;;11.44;10.03;0;0;0;1007.17
22.06.2020;01:09;100;141;236.7;324;1.6;2.03;2.6;18.4;19;64.3;1007.23;0;0;0;0;0;78.3;0;0;0;0;0;0;18.2;24;24.5;3.532;;0;;;;11.53;10.09;0;0;0;1007.23
22.06.2020;01:10;100;87;250.3;336;1.5;2.94;4.8;18.3;18.92;64.9;1007.18;0;0;0;0;0;78.3;0;0;0;0;0;0;18.1;24;24.4;3.534;;0;;;;11.58;10.13;0;0;0;1007.18
22.06.2020;01:11;100;240;319.6;375;1.7;2.88;3.7;18.24;18.9;65.3;1007.2;0;0;0;0;0;78.3;0;0;0;0;0;0;17.9;24;24.4;3.532;;0;;;;11.62;10.15;0;0;0;1007.2
